iteration dataset variable_type variable_source variable_name spatial_frequency_bin spatial_region MSAV PSD MAV R
0 train anatomy model a_pred all all "<xarray.DataArray 'anatomy' ()> Size: 8B
array(0.)
24 train direct reference mu_true 8.0 all  318738.2962869032  
24 train direct reference mu_true 9.0 all  188345.85649560567  
24 train direct reference mu_true 10.0 all  191645.00459403038  
24 train direct reference mu_true all 1   3052.8306835779963 
24 train direct reference mu_true all 2   10015.975997504951 
24 train direct reference mu_true all 3   10015.975997504951 
24 train direct reference mu_true all 4   10015.975997504951 
24 train direct reference mu_true all 5   10015.975997504951 
25 train anatomy model a_pred all all "<xarray.DataArray 'anatomy' ()> Size: 8B
array(0.)
Coordinates:
    frequency  int32 4B 90
    variable   <U6 24B 'a_pred'"   "<xarray.DataArray 'anatomy' ()> Size: 8B
array(nan)
Coordinates:
    frequency  int32 4B 90"
25 train anatomy model a_pred 1.0 all    
25 train anatomy model a_pred 2.0 all  0.0  
25 train anatomy model a_pred 3.0 all  0.0  
25 train anatomy model a_pred 4.0 all  0.0  
25 train anatomy model a_pred 5.0 all  0.0  
25 train anatomy model a_pred 6.0 all  0.0  
25 train anatomy model a_pred 7.0 all  0.0  
25 train anatomy model a_pred 8.0 all  0.0  
25 train anatomy model a_pred 9.0 all  0.0  
25 train anatomy model a_pred 10.0 all  0.0  
25 train anatomy model a_pred all 1   0.0 
25 train anatomy model a_pred all 2   0.0 
25 train anatomy model a_pred all 3   0.0 
25 train anatomy model a_pred all 4   0.0 
25 train anatomy model a_pred all 5   0.0 
25 train anatomy residual a_diff all all "<xarray.DataArray 'anatomy' ()> Size: 8B
array(0.)
Coordinates:
    frequency  int32 4B 90
    variable   <U6 24B 'a_diff'"   
25 train anatomy residual a_diff 1.0 all    
25 train anatomy residual a_diff 2.0 all  0.0  
25 train anatomy residual a_diff 3.0 all  0.0  
25 train anatomy residual a_diff 4.0 all  0.0  
25 train anatomy residual a_diff 5.0 all  0.0  
25 train anatomy residual a_diff 6.0 all  0.0  
25 train anatomy residual a_diff 7.0 all  0.0  
25 train anatomy residual a_diff 8.0 all  0.0  
25 train anatomy residual a_diff 9.0 all  0.0  
25 train anatomy residual a_diff 10.0 all  0.0  
25 train anatomy residual a_diff all 1   0.0 
25 train anatomy residual a_diff all 2   0.0 
25 train anatomy residual a_diff all 3   0.0 
25 train anatomy residual a_diff all 4   0.0 
25 train anatomy residual a_diff all 5   0.0 
25 train anatomy reference a_true all all "<xarray.DataArray 'anatomy' ()> Size: 8B
array(0.)
Coordinates:
    frequency  int32 4B 90
    variable   <U6 24B 'a_true'"   
25 train anatomy reference a_true 1.0 all    
25 train anatomy reference a_true 2.0 all  0.0  
25 train anatomy reference a_true 3.0 all  0.0  
25 train anatomy reference a_true 4.0 all  0.0  
25 train anatomy reference a_true 5.0 all  0.0  
25 train anatomy reference a_true 6.0 all  0.0  
25 train anatomy reference a_true 7.0 all  0.0  
25 train anatomy reference a_true 8.0 all  0.0  
25 train anatomy reference a_true 9.0 all  0.0  
25 train anatomy reference a_true 10.0 all  0.0  
25 train anatomy reference a_true all 1   0.0 
25 train anatomy reference a_true all 2   0.0 
25 train anatomy reference a_true all 3   0.0 
25 train anatomy reference a_true all 4   0.0 
25 train anatomy reference a_true all 5   0.0 
25 train "wave field" model u_pred all all "<xarray.DataArray 'wave field' ()> Size: 8B
array(0.00056224)
Coordinates:
    frequency  int32 4B 90
    variable   <U6 24B 'u_pred'"   "<xarray.DataArray 'wave field' ()> Size: 8B
array(0.69349826)
Coordinates:
    frequency  int32 4B 90"
25 train "wave field" model u_pred 1.0 all    
25 train "wave field" model u_pred 2.0 all  0.07416124935466059  
25 train "wave field" model u_pred 3.0 all  0.0010761474026142555  
25 train "wave field" model u_pred 4.0 all  0.007360189303686329  
25 train "wave field" model u_pred 5.0 all  8.849324421944418e-05  
25 train "wave field" model u_pred 6.0 all  0.0010794190502437526  
25 train "wave field" model u_pred 7.0 all  2.2902371449996113e-05  
25 train "wave field" model u_pred 8.0 all  0.00036373988785314546  
25 train "wave field" model u_pred 9.0 all  9.712910918222235e-06  
25 train "wave field" model u_pred 10.0 all  7.918959734852616e-06  
25 train "wave field" model u_pred all 1   0.003087069670733345 
25 train "wave field" model u_pred all 2   0.0019460788009380303 
25 train "wave field" model u_pred all 3   0.0014002057896964223 
25 train "wave field" model u_pred all 4   0.0017413385762019592 
25 train "wave field" model u_pred all 5   0.0022951553464425666 
25 train "wave field" residual u_diff all all "<xarray.DataArray 'wave field' ()> Size: 8B
array(0.00056095)
Coordinates:
    frequency  int32 4B 90
    variable   <U6 24B 'u_diff'"   
25 train "wave field" residual u_diff 1.0 all    
25 train "wave field" residual u_diff 2.0 all  0.07466305954466713  
25 train "wave field" residual u_diff 3.0 all  0.0008737530193917982  
25 train "wave field" residual u_diff 4.0 all  0.007324903422270231  
25 train "wave field" residual u_diff 5.0 all  7.530645059883515e-05  
25 train "wave field" residual u_diff 6.0 all  0.0010736356156995416  
25 train "wave field" residual u_diff 7.0 all  1.9692889341115478e-05  
25 train "wave field" residual u_diff 8.0 all  0.0003617075479115533  
25 train "wave field" residual u_diff 9.0 all  8.388786088914312e-06  
25 train "wave field" residual u_diff 10.0 all  6.820905786796777e-06  
25 train "wave field" residual u_diff all 1   0.003061027762944769 
25 train "wave field" residual u_diff all 2   0.0020288116693614276 
25 train "wave field" residual u_diff all 3   0.001362937501863181 
25 train "wave field" residual u_diff all 4   0.0015350569380300802 
25 train "wave field" residual u_diff all 5   0.0020907016206735355 
25 train "wave field" reference u_true all all "<xarray.DataArray 'wave field' ()> Size: 8B
array(8.17413279e-06)
Coordinates:
    frequency  int32 4B 90
    variable   <U6 24B 'u_true'"   
25 train "wave field" reference u_true 1.0 all    
25 train "wave field" reference u_true 2.0 all  0.0018081447307282212  
25 train "wave field" reference u_true 3.0 all  3.0008013650165038e-05  
25 train "wave field" reference u_true 4.0 all  3.792388045034782e-06  
25 train "wave field" reference u_true 5.0 all  1.0333118454197226e-06  
25 train "wave field" reference u_true 6.0 all  5.050347507677982e-07  
25 train "wave field" reference u_true 7.0 all  2.2741668070694143e-07  
25 train "wave field" reference u_true 8.0 all  1.7024252778784642e-07  
25 train "wave field" reference u_true 9.0 all  9.158695211661493e-08  
25 train "wave field" reference u_true 10.0 all  7.510692448230837e-08  
25 train "wave field" reference u_true all 1   0.00032224968900347985 
25 train "wave field" reference u_true all 2   0.0001823475253163132 
25 train "wave field" reference u_true all 3   0.0004966109203225826 
25 train "wave field" reference u_true all 4   0.00044916638242921127 
25 train "wave field" reference u_true all 5   0.0002947008513400737 
25 train Laplacian model lu_pred all all "<xarray.DataArray 'Laplacian' ()> Size: 8B
array(22255.86838786)
Coordinates:
    frequency  int32 4B 90
    variable   <U7 28B 'lu_pred'"   "<xarray.DataArray 'Laplacian' ()> Size: 8B
array(0.58141748)
Coordinates:
    frequency  int32 4B 90"
25 train Laplacian model lu_pred 1.0 all    
25 train Laplacian model lu_pred 2.0 all  1415204.756707768  
25 train Laplacian model lu_pred 3.0 all  14877.393224579342  
25 train Laplacian model lu_pred 4.0 all  491726.2426523589  
25 train Laplacian model lu_pred 5.0 all  4379.813646073839  
25 train Laplacian model lu_pred 6.0 all  117336.34283980445  
25 train Laplacian model lu_pred 7.0 all  1505.3654495139797  
25 train Laplacian model lu_pred 8.0 all  17691.2631620264  
25 train Laplacian model lu_pred 9.0 all  646.6593496130454  
25 train Laplacian model lu_pred 10.0 all  293.07906468532127  
25 train Laplacian model lu_pred all 1   17.792808373712543 
25 train Laplacian model lu_pred all 2   18.868731890392784 
25 train Laplacian model lu_pred all 3   16.101121192217164 
25 train Laplacian model lu_pred all 4   20.523552970145666 
25 train Laplacian model lu_pred all 5   26.005958753756694 
25 train Laplacian residual lu_diff all all "<xarray.DataArray 'Laplacian' ()> Size: 8B
array(98834.30713028)
Coordinates:
    frequency  int32 4B 90
    variable   <U7 28B 'lu_diff'"   
25 train Laplacian residual lu_diff 1.0 all    
25 train Laplacian residual lu_diff 2.0 all  18068252.36959912  
25 train Laplacian residual lu_diff 3.0 all  382133.3768257852  
25 train Laplacian residual lu_diff 4.0 all  535480.7214786902  
25 train Laplacian residual lu_diff 5.0 all  16940.49501913739  
25 train Laplacian residual lu_diff 6.0 all  121912.16537270736  
25 train Laplacian residual lu_diff 7.0 all  4067.5008048942914  
25 train Laplacian residual lu_diff 8.0 all  19627.300871352098  
25 train Laplacian residual lu_diff 9.0 all  1939.7838837092306  
25 train Laplacian residual lu_diff 10.0 all  1374.5443748736777  
25 train Laplacian residual lu_diff all 1   21.96725714289585 
25 train Laplacian residual lu_diff all 2   19.190736109982627 
25 train Laplacian residual lu_diff all 3   17.761207829470393 
25 train Laplacian residual lu_diff all 4   21.794883692774114 
25 train Laplacian residual lu_diff all 5   22.711422370976738 
25 train Laplacian reference Lu_true all all "<xarray.DataArray 'Laplacian' ()> Size: 8B
array(77227.78728441)
Coordinates:
    frequency  int32 4B 90
    variable   <U7 28B 'Lu_true'"   
25 train Laplacian reference Lu_true 1.0 all    
25 train Laplacian reference Lu_true 2.0 all  16764296.601907128  
25 train Laplacian reference Lu_true 3.0 all  384698.71037239535  
25 train Laplacian reference Lu_true 4.0 all  44354.63006636809  
25 train Laplacian reference Lu_true 5.0 all  12922.812095501875  
25 train Laplacian reference Lu_true 6.0 all  4627.898005228037  
25 train Laplacian reference Lu_true 7.0 all  2607.952916773148  
25 train Laplacian reference Lu_true 8.0 all  1919.1599351332718  
25 train Laplacian reference Lu_true 9.0 all  1346.1640571232067  
25 train Laplacian reference Lu_true 10.0 all  1132.5993493290525  
25 train Laplacian reference Lu_true all 1   12.51688793914196 
25 train Laplacian reference Lu_true all 2   3.745669203795787 
25 train Laplacian reference Lu_true all 3   6.687161882960564 
25 train Laplacian reference Lu_true all 4   11.790114119299055 
25 train Laplacian reference Lu_true all 5   12.181949943004938 
25 train PDE model pde_grad all all "<xarray.DataArray 'PDE' ()> Size: 8B
array(0.)
Coordinates:
    frequency  int32 4B 90
    variable   <U8 32B 'pde_grad'"   "<xarray.DataArray 'PDE' ()> Size: 8B
array(nan)
Coordinates:
    frequency  int32 4B 90"
25 train PDE model pde_grad 1.0 all    
25 train PDE model pde_grad 2.0 all  0.0  
25 train PDE model pde_grad 3.0 all  0.0  
25 train PDE model pde_grad 4.0 all  0.0  
25 train PDE model pde_grad 5.0 all  0.0  
25 train PDE model pde_grad 6.0 all  0.0  
25 train PDE model pde_grad 7.0 all  0.0  
25 train PDE model pde_grad 8.0 all  0.0  
25 train PDE model pde_grad 9.0 all  0.0  
25 train PDE model pde_grad 10.0 all  0.0  
25 train PDE model pde_grad all 1   0.0 
25 train PDE model pde_grad all 2   0.0 
25 train PDE model pde_grad all 3   0.0 
25 train PDE model pde_grad all 4   0.0 
25 train PDE model pde_grad all 5   0.0 
25 train PDE residual pde_diff all all "<xarray.DataArray 'PDE' ()> Size: 8B
array(1.03877696e+08)
Coordinates:
    frequency  int32 4B 90
    variable   <U8 32B 'pde_diff'"   
25 train PDE residual pde_diff 1.0 all    
25 train PDE residual pde_diff 2.0 all  9574846358.613625  
25 train PDE residual pde_diff 3.0 all  200245350.91230834  
25 train PDE residual pde_diff 4.0 all  1112841250.8328874  
25 train PDE residual pde_diff 5.0 all  28200124.766649958  
25 train PDE residual pde_diff 6.0 all  456354522.92987454  
25 train PDE residual pde_diff 7.0 all  11370049.22220675  
25 train PDE residual pde_diff 8.0 all  127136253.35095955  
25 train PDE residual pde_diff 9.0 all  9756446.21853287  
25 train PDE residual pde_diff 10.0 all  2383885.6724957065  
25 train PDE residual pde_diff all 1   7281.516007016783 
25 train PDE residual pde_diff all 2   7517.204618167159 
25 train PDE residual pde_diff all 3   7473.040429685208 
25 train PDE residual pde_diff all 4   10150.507700006456 
25 train PDE residual pde_diff all 5   8820.583066781932 
25 train PDE reference mu_diff all all "<xarray.DataArray 'PDE' ()> Size: 8B
array(1.03877696e+08)
Coordinates:
    frequency  int32 4B 90
    variable   <U8 32B 'mu_diff'"   
25 train PDE reference mu_diff 1.0 all    
25 train PDE reference mu_diff 2.0 all  9574846358.613625  
25 train PDE reference mu_diff 3.0 all  200245350.91230834  
25 train PDE reference mu_diff 4.0 all  1112841250.8328874  
25 train PDE reference mu_diff 5.0 all  28200124.766649958  
25 train PDE reference mu_diff 6.0 all  456354522.92987454  
25 train PDE reference mu_diff 7.0 all  11370049.22220675  
25 train PDE reference mu_diff 8.0 all  127136253.35095955  
25 train PDE reference mu_diff 9.0 all  9756446.21853287  
25 train PDE reference mu_diff 10.0 all  2383885.6724957065  
25 train PDE reference mu_diff all 1   7281.516007016783 
25 train PDE reference mu_diff all 2   7517.204618167159 
25 train PDE reference mu_diff all 3   7473.040429685208 
25 train PDE reference mu_diff all 4   10150.507700006456 
25 train PDE reference mu_diff all 5   8820.583066781932 
25 train elastogram model mu_pred all all "<xarray.DataArray 'elastogram' ()> Size: 8B
array(1.13102589e+08)
Coordinates:
    frequency  int32 4B 90
    variable   <U7 28B 'mu_pred'"   "<xarray.DataArray 'elastogram' ()> Size: 8B
array(-0.04915601)
Coordinates:
    frequency  int32 4B 90"
25 train elastogram model mu_pred 1.0 all    
25 train elastogram model mu_pred 2.0 all  11844664677.937397  
25 train elastogram model mu_pred 3.0 all  169752314.03024107  
25 train elastogram model mu_pred 4.0 all  1106744295.5805411  
25 train elastogram model mu_pred 5.0 all  27015731.206540436  
25 train elastogram model mu_pred 6.0 all  455375012.55114716  
25 train elastogram model mu_pred 7.0 all  11003394.722873796  
25 train elastogram model mu_pred 8.0 all  126800480.96537097  
25 train elastogram model mu_pred 9.0 all  9573850.999576438  
25 train elastogram model mu_pred 10.0 all  2193022.358661075  
25 train elastogram model mu_pred all 1   7770.918633914745 
25 train elastogram model mu_pred all 2   7969.24321852211 
25 train elastogram model mu_pred all 3   5794.813794530291 
25 train elastogram model mu_pred all 4   3579.094776752123 
25 train elastogram model mu_pred all 5   7212.668117427638 
25 train elastogram residual mu_diff all all "<xarray.DataArray 'elastogram' ()> Size: 8B
array(1.03877696e+08)
Coordinates:
    frequency  int32 4B 90
    variable   <U7 28B 'mu_diff'"   
25 train elastogram residual mu_diff 1.0 all    
25 train elastogram residual mu_diff 2.0 all  9574846358.613625  
25 train elastogram residual mu_diff 3.0 all  200245350.91230834  
25 train elastogram residual mu_diff 4.0 all  1112841250.8328874  
25 train elastogram residual mu_diff 5.0 all  28200124.766649958  
25 train elastogram residual mu_diff 6.0 all  456354522.92987454  
25 train elastogram residual mu_diff 7.0 all  11370049.22220675  
25 train elastogram residual mu_diff 8.0 all  127136253.35095955  
25 train elastogram residual mu_diff 9.0 all  9756446.21853287  
25 train elastogram residual mu_diff 10.0 all  2383885.6724957065  
25 train elastogram residual mu_diff all 1   7281.516007016783 
25 train elastogram residual mu_diff all 2   7517.204618167159 
25 train elastogram residual mu_diff all 3   7473.040429685208 
25 train elastogram residual mu_diff all 4   10150.507700006456 
25 train elastogram residual mu_diff all 5   8820.583066781932 
25 train elastogram reference mu_true all all "<xarray.DataArray 'elastogram' ()> Size: 8B
array(14290650.18259529)
Coordinates:
    frequency  int32 4B 90
    variable   <U7 28B 'mu_true'"   
25 train elastogram reference mu_true 1.0 all    
25 train elastogram reference mu_true 2.0 all  3205625360.7457643  
25 train elastogram reference mu_true 3.0 all  27052149.866971437  
25 train elastogram reference mu_true 4.0 all  5887737.94901611  
25 train elastogram reference mu_true 5.0 all  1317326.3449889477  
25 train elastogram reference mu_true 6.0 all  930774.2190823411  
25 train elastogram reference mu_true 7.0 all  373110.26991664956  
25 train elastogram reference mu_true 8.0 all  318738.2962869032  
25 train elastogram reference mu_true 9.0 all  188345.85649560567  
25 train elastogram reference mu_true 10.0 all  191645.00459403038  
25 train elastogram reference mu_true all 1   3052.8306835779963 
25 train elastogram reference mu_true all 2   10015.975997504951 
25 train elastogram reference mu_true all 3   10015.975997504951 
25 train elastogram reference mu_true all 4   10015.975997504951 
25 train elastogram reference mu_true all 5   10015.975997504951 
25 train direct model direct_pred all all "<xarray.DataArray 'direct' ()> Size: 8B
array(22452690.4484988)
Coordinates:
    frequency  int32 4B 90
    variable   <U11 44B 'direct_pred'"   "<xarray.DataArray 'direct' ()> Size: 8B
array(0.42874677)
Coordinates:
    frequency  int32 4B 90"
25 train direct model direct_pred 1.0 all    
25 train direct model direct_pred 2.0 all  4387397372.880142  
25 train direct model direct_pred 3.0 all  116833785.13921782  
25 train direct model direct_pred 4.0 all  34434609.07269123  
25 train direct model direct_pred 5.0 all  16806753.734280754  
25 train direct model direct_pred 6.0 all  9555542.252829911  
25 train direct model direct_pred 7.0 all  4810548.097777674  
25 train direct model direct_pred 8.0 all  3562649.8066109684  
25 train direct model direct_pred 9.0 all  2109646.8825986898  
25 train direct model direct_pred 10.0 all  1811572.079111452  
25 train direct model direct_pred all 1   3496.308162107902 
25 train direct model direct_pred all 2   9757.922760226036 
25 train direct model direct_pred all 3   8385.944868196711 
25 train direct model direct_pred all 4   3803.0802775146667 
25 train direct model direct_pred all 5   3415.1419997440953 
25 train direct residual direct_diff all all "<xarray.DataArray 'direct' ()> Size: 8B
array(7474921.20340743)
Coordinates:
    frequency  int32 4B 90
    variable   <U11 44B 'direct_diff'"   
25 train direct residual direct_diff 1.0 all    
25 train direct residual direct_diff 2.0 all  825458252.8449337  
25 train direct residual direct_diff 3.0 all  118197169.6960203  
25 train direct residual direct_diff 4.0 all  39606002.2841481  
25 train direct residual direct_diff 5.0 all  18251720.426647622  
25 train direct residual direct_diff 6.0 all  11220001.25895756  
25 train direct residual direct_diff 7.0 all  5275058.312648423  
25 train direct residual direct_diff 8.0 all  4033557.5300058182  
25 train direct residual direct_diff 9.0 all  2298159.0371957435  
25 train direct residual direct_diff 10.0 all  1977224.1394095193  
25 train direct residual direct_diff all 1   674.2022035219995 
25 train direct residual direct_diff all 2   647.4812248444339 
25 train direct residual direct_diff all 3   7219.677885356874 
25 train direct residual direct_diff all 4   6785.923881524675 
25 train direct residual direct_diff all 5   6664.989361940163 
25 train direct reference mu_true all all "<xarray.DataArray 'direct' ()> Size: 8B
array(14290650.18259529)
Coordinates:
    frequency  int32 4B 90
    variable   <U11 44B 'mu_true'"   
25 train direct reference mu_true 1.0 all    
25 train direct reference mu_true 2.0 all  3205625360.7457643  
25 train direct reference mu_true 3.0 all  27052149.866971437  
25 train direct reference mu_true 4.0 all  5887737.94901611  
25 train direct reference mu_true 5.0 all  1317326.3449889477  
25 train direct reference mu_true 6.0 all  930774.2190823411  
25 train direct reference mu_true 7.0 all  373110.26991664956  
25 train direct reference mu_true 8.0 all  318738.2962869032  
25 train direct reference mu_true 9.0 all  188345.85649560567  
25 train direct reference mu_true 10.0 all  191645.00459403038  
25 train direct reference mu_true all 1   3052.8306835779963 
25 train direct reference mu_true all 2   10015.975997504951 
25 train direct reference mu_true all 3   10015.975997504951 
25 train direct reference mu_true all 4   10015.975997504951 
25 train direct reference mu_true all 5   10015.975997504951 
26 train anatomy model a_pred all all "<xarray.DataArray 'anatomy' ()> Size: 8B
array(0.)
Coordinates:
    frequency  int32 4B 90
    variable   <U6 24B 'a_pred'"   "<xarray.DataArray 'anatomy' ()> Size: 8B
array(nan)
Coordinates:
    frequency  int32 4B 90"
26 train anatomy model a_pred 1.0 all    
26 train anatomy model a_pred 2.0 all  0.0  
26 train anatomy model a_pred 3.0 all  0.0  
26 train anatomy model a_pred 4.0 all  0.0  
26 train anatomy model a_pred 5.0 all  0.0  
26 train anatomy model a_pred 6.0 all  0.0  
26 train anatomy model a_pred 7.0 all  0.0  
26 train anatomy model a_pred 8.0 all  0.0  
26 train anatomy model a_pred 9.0 all  0.0  
26 train anatomy model a_pred 10.0 all  0.0  
26 train anatomy model a_pred all 1   0.0 
26 train anatomy model a_pred all 2   0.0 
26 train anatomy model a_pred all 3   0.0 
26 train anatomy model a_pred all 4   0.0 
26 train anatomy model a_pred all 5   0.0 
26 train anatomy residual a_diff all all "<xarray.DataArray 'anatomy' ()> Size: 8B
array(0.)
Coordinates:
    frequency  int32 4B 90
    variable   <U6 24B 'a_diff'"   
26 train anatomy residual a_diff 1.0 all    
26 train anatomy residual a_diff 2.0 all  0.0  
26 train anatomy residual a_diff 3.0 all  0.0  
26 train anatomy residual a_diff 4.0 all  0.0  
26 train anatomy residual a_diff 5.0 all  0.0  
26 train anatomy residual a_diff 6.0 all  0.0  
26 train anatomy residual a_diff 7.0 all  0.0  
26 train anatomy residual a_diff 8.0 all  0.0  
26 train anatomy residual a_diff 9.0 all  0.0  
26 train anatomy residual a_diff 10.0 all  0.0  
26 train anatomy residual a_diff all 1   0.0 
26 train anatomy residual a_diff all 2   0.0 
26 train anatomy residual a_diff all 3   0.0 
26 train anatomy residual a_diff all 4   0.0 
26 train anatomy residual a_diff all 5   0.0 
26 train anatomy reference a_true all all "<xarray.DataArray 'anatomy' ()> Size: 8B
array(0.)
Coordinates:
    frequency  int32 4B 90
    variable   <U6 24B 'a_true'"   
26 train anatomy reference a_true 1.0 all    
26 train anatomy reference a_true 2.0 all  0.0  
26 train anatomy reference a_true 3.0 all  0.0  
26 train anatomy reference a_true 4.0 all  0.0  
26 train anatomy reference a_true 5.0 all  0.0  
26 train anatomy reference a_true 6.0 all  0.0  
26 train anatomy reference a_true 7.0 all  0.0  
26 train anatomy reference a_true 8.0 all  0.0  
26 train anatomy reference a_true 9.0 all  0.0  
26 train anatomy reference a_true 10.0 all  0.0  
26 train anatomy reference a_true all 1   0.0 
26 train anatomy reference a_true all 2   0.0 
26 train anatomy reference a_true all 3   0.0 
26 train anatomy reference a_true all 4   0.0 
26 train anatomy reference a_true all 5   0.0 
26 train "wave field" model u_pred all all "<xarray.DataArray 'wave field' ()> Size: 8B
array(0.00056151)
Coordinates:
    frequency  int32 4B 90
    variable   <U6 24B 'u_pred'"   "<xarray.DataArray 'wave field' ()> Size: 8B
array(0.69351781)
Coordinates:
    frequency  int32 4B 90"
26 train "wave field" model u_pred 1.0 all    
26 train "wave field" model u_pred 2.0 all  0.07405762010043514  
26 train "wave field" model u_pred 3.0 all  0.001074583351945842  
26 train "wave field" model u_pred 4.0 all  0.007352086355496582  
26 train "wave field" model u_pred 5.0 all  8.83663583370135e-05  
26 train "wave field" model u_pred 6.0 all  0.001077982016857085  
26 train "wave field" model u_pred 7.0 all  2.2869628021348593e-05  
26 train "wave field" model u_pred 8.0 all  0.0003632987424740667  
26 train "wave field" model u_pred 9.0 all  9.69909669870435e-06  
26 train "wave field" model u_pred 10.0 all  7.907704299879397e-06  
26 train "wave field" model u_pred all 1   0.0030860427193416832 
26 train "wave field" model u_pred all 2   0.001945194493071463 
26 train "wave field" model u_pred all 3   0.0013990086750125144 
26 train "wave field" model u_pred all 4   0.001740276205928643 
26 train "wave field" model u_pred all 5   0.002294186371109068 
26 train "wave field" residual u_diff all all "<xarray.DataArray 'wave field' ()> Size: 8B
array(0.00056022)
Coordinates:
    frequency  int32 4B 90
    variable   <U6 24B 'u_diff'"   
26 train "wave field" residual u_diff 1.0 all    
26 train "wave field" residual u_diff 2.0 all  0.07455949481044676  
26 train "wave field" residual u_diff 3.0 all  0.0008723666833854918  
26 train "wave field" residual u_diff 4.0 all  0.007316830992032676  
26 train "wave field" residual u_diff 5.0 all  7.519037162103035e-05  
26 train "wave field" residual u_diff 6.0 all  0.0010722033527799794  
26 train "wave field" residual u_diff 7.0 all  1.966274193019556e-05  
26 train "wave field" residual u_diff 8.0 all  0.00036126810906257395  
26 train "wave field" residual u_diff 9.0 all  8.376050548733945e-06  
26 train "wave field" residual u_diff 10.0 all  6.810540242483529e-06  
26 train "wave field" residual u_diff all 1   0.003059513005191818 
26 train "wave field" residual u_diff all 2   0.002027633320018131 
26 train "wave field" residual u_diff all 3   0.0013623300835850043 
26 train "wave field" residual u_diff all 4   0.0015343236811227545 
26 train "wave field" residual u_diff all 5   0.0020891496520594674 
26 train "wave field" reference u_true all all "<xarray.DataArray 'wave field' ()> Size: 8B
array(8.17413279e-06)
Coordinates:
    frequency  int32 4B 90
    variable   <U6 24B 'u_true'"   
26 train "wave field" reference u_true 1.0 all    
26 train "wave field" reference u_true 2.0 all  0.0018081447307282212  
26 train "wave field" reference u_true 3.0 all  3.0008013650165038e-05  
26 train "wave field" reference u_true 4.0 all  3.792388045034782e-06  
26 train "wave field" reference u_true 5.0 all  1.0333118454197226e-06  
26 train "wave field" reference u_true 6.0 all  5.050347507677982e-07  
26 train "wave field" reference u_true 7.0 all  2.2741668070694143e-07  
26 train "wave field" reference u_true 8.0 all  1.7024252778784642e-07  
26 train "wave field" reference u_true 9.0 all  9.158695211661493e-08  
26 train "wave field" reference u_true 10.0 all  7.510692448230837e-08  
26 train "wave field" reference u_true all 1   0.00032224968900347985 
26 train "wave field" reference u_true all 2   0.0001823475253163132 
26 train "wave field" reference u_true all 3   0.0004966109203225826 
26 train "wave field" reference u_true all 4   0.00044916638242921127 
26 train "wave field" reference u_true all 5   0.0002947008513400737 
26 train Laplacian model lu_pred all all "<xarray.DataArray 'Laplacian' ()> Size: 8B
array(22225.69570882)
Coordinates:
    frequency  int32 4B 90
    variable   <U7 28B 'lu_pred'"   "<xarray.DataArray 'Laplacian' ()> Size: 8B
array(0.58141866)
Coordinates:
    frequency  int32 4B 90"
26 train Laplacian model lu_pred 1.0 all    
26 train Laplacian model lu_pred 2.0 all  1413863.5681499469  
26 train Laplacian model lu_pred 3.0 all  14847.49480533627  
26 train Laplacian model lu_pred 4.0 all  491040.5061282148  
26 train Laplacian model lu_pred 5.0 all  4372.104748167629  
26 train Laplacian model lu_pred 6.0 all  117123.31347825509  
26 train Laplacian model lu_pred 7.0 all  1502.7076201846066  
26 train Laplacian model lu_pred 8.0 all  17672.525112865114  
26 train Laplacian model lu_pred 9.0 all  645.3260303862363  
26 train Laplacian model lu_pred 10.0 all  292.51571927344145  
26 train Laplacian model lu_pred all 1   17.79407271857913 
26 train Laplacian model lu_pred all 2   18.86600675001177 
26 train Laplacian model lu_pred all 3   16.10101480938517 
26 train Laplacian model lu_pred all 4   20.52470339753514 
26 train Laplacian model lu_pred all 5   26.009597077382438 
26 train Laplacian residual lu_diff all all "<xarray.DataArray 'Laplacian' ()> Size: 8B
array(98801.11814809)
Coordinates:
    frequency  int32 4B 90
    variable   <U7 28B 'lu_diff'"   
26 train Laplacian residual lu_diff 1.0 all    
26 train Laplacian residual lu_diff 2.0 all  18065919.75494263  
26 train Laplacian residual lu_diff 3.0 all  382203.4560587663  
26 train Laplacian residual lu_diff 4.0 all  534807.9477514671  
26 train Laplacian residual lu_diff 5.0 all  16935.756053799534  
26 train Laplacian residual lu_diff 6.0 all  121700.0501008839  
26 train Laplacian residual lu_diff 7.0 all  4065.2492535645265  
26 train Laplacian residual lu_diff 8.0 all  19608.972630952067  
26 train Laplacian residual lu_diff 9.0 all  1938.7594977848337  
26 train Laplacian residual lu_diff 10.0 all  1374.260638725741  
26 train Laplacian residual lu_diff all 1   21.967578819660645 
26 train Laplacian residual lu_diff all 2   19.18018476436736 
26 train Laplacian residual lu_diff all 3   17.761473859505976 
26 train Laplacian residual lu_diff all 4   21.810839939162012 
26 train Laplacian residual lu_diff all 5   22.707291523309472 
26 train Laplacian reference Lu_true all all "<xarray.DataArray 'Laplacian' ()> Size: 8B
array(77227.78728441)
Coordinates:
    frequency  int32 4B 90
    variable   <U7 28B 'Lu_true'"   
26 train Laplacian reference Lu_true 1.0 all    
26 train Laplacian reference Lu_true 2.0 all  16764296.601907128  
26 train Laplacian reference Lu_true 3.0 all  384698.71037239535  
26 train Laplacian reference Lu_true 4.0 all  44354.63006636809  
26 train Laplacian reference Lu_true 5.0 all  12922.812095501875  
26 train Laplacian reference Lu_true 6.0 all  4627.898005228037  
